title;author;year;avg_rating;ratings;url
The Collected Stories of Philip K. Dick 1: The Short Happy Life of the Brown Oxford (Paperback);Philip K. Dick;1987;4.17;9227;https://www.goodreads.com/book/show/22592.The_Collected_Stories_of_Philip_K_Dick_1
Persephone Station (Hardcover);Stina Leicht;2021;3.47;4823;https://www.goodreads.com/book/show/49295293-persephone-station
Ocean's Echo (Winter's Orbit, #2);Everina Maxwell;2022;4.13;7961;https://www.goodreads.com/book/show/59808117-ocean-s-echo
In the Afterlight (The Darkest Minds, #3);Alexandra Bracken;2014;4.24;65911;https://www.goodreads.com/book/show/16150831-in-the-afterlight
Blood Red Road (Dust Lands, #1);Moira Young;2011;3.91;61881;https://www.goodreads.com/book/show/9917938-blood-red-road
The Supernaturalist (Paperback);Eoin Colfer;2004;3.86;28879;https://www.goodreads.com/book/show/45432.The_Supernaturalist
Digital Fortress (Paperback);Dan       Brown;1998;3.7;642741;https://www.goodreads.com/book/show/11125.Digital_Fortress
War with the Newts (Paperback);Karel Čapek;1936;4.17;15102;https://www.goodreads.com/book/show/816440.War_with_the_Newts
Eversion (Paperback);Alastair Reynolds;2022;3.98;8462;https://www.goodreads.com/book/show/58727132-eversion
Futuristic Violence and Fancy Suits (Zoey Ashe, #1);David  Wong;2015;3.98;21568;https://www.goodreads.com/book/show/20501606-futuristic-violence-and-fancy-suits
The Man Who Sold the Moon (Mass Market Paperback);Robert A. Heinlein;1950;3.9;10453;https://www.goodreads.com/book/show/16688.The_Man_Who_Sold_the_Moon
Skyhunter (Skyhunter, #1);Marie Lu;2020;4.04;21437;https://www.goodreads.com/book/show/53174067-skyhunter
The Program (The Program, #1);Suzanne Young;2013;4.04;58351;https://www.goodreads.com/book/show/11366397-the-program
The Green Hills of Earth (Mass Market Paperback);Robert A. Heinlein;1951;3.86;8675;https://www.goodreads.com/book/show/50831.The_Green_Hills_of_Earth
Soulless (Parasol Protectorate, #1);Gail Carriger;2009;3.9;111608;https://www.goodreads.com/book/show/6381205-soulless
The Marrow Thieves (Paperback);Cherie Dimaline;2017;3.97;38104;https://www.goodreads.com/book/show/34649348-the-marrow-thieves
God's War (Bel Dame Apocrypha, #1);Kameron Hurley;2011;3.67;5306;https://www.goodreads.com/book/show/9359818-god-s-war
The Hitch Hiker's Guide to the Galaxy: A Trilogy in Five Parts (Hardcover);Douglas Adams;1979;4.37;20612;https://www.goodreads.com/book/show/372299.The_Hitch_Hiker_s_Guide_to_the_Galaxy
Inside Out (Insider, #1);Maria V. Snyder;2010;3.82;24740;https://www.goodreads.com/book/show/7059135-inside-out
Ice (Paperback);Anna Kavan;1967;3.67;9396;https://www.goodreads.com/book/show/636223.Ice
The Collected Stories of Philip K. Dick 4: The Minority Report (Paperback);Philip K. Dick;1987;4.18;10174;https://www.goodreads.com/book/show/156724.The_Collected_Stories_of_Philip_K_Dick_4
The Deep (Hardcover);Rivers Solomon;2019;3.78;35320;https://www.goodreads.com/book/show/42201962-the-deep
Empress of a Thousand Skies (Empress of a Thousand Skies, #1);Rhoda Belleza;2017;3.34;8089;https://www.goodreads.com/book/show/30269126-empress-of-a-thousand-skies
Dies the Fire (Emberverse, #1);S.M. Stirling;2004;3.93;17187;https://www.goodreads.com/book/show/116445.Dies_the_Fire
The Rolling Stones (Audio CD);Robert A. Heinlein;1952;3.88;7511;https://www.goodreads.com/book/show/50848.The_Rolling_Stones
Imperial Earth (Paperback);Arthur C. Clarke;1975;3.74;6712;https://www.goodreads.com/book/show/117840.Imperial_Earth
Ascension (Hardcover);Nicholas Binge;2023;3.58;9908;https://www.goodreads.com/book/show/61813107-ascension
Noor (Hardcover);Nnedi Okorafor;2021;3.82;7342;https://www.goodreads.com/book/show/57632292-noor
Existence (Kiln);David Brin;2012;3.77;6941;https://www.goodreads.com/book/show/13039884-existence
Prador Moon  (Polity Universe, #1);Neal Asher;2006;3.88;7660;https://www.goodreads.com/book/show/1060548.Prador_Moon
Nerilka's Story (Pern, #8);Anne McCaffrey;1986;3.85;18049;https://www.goodreads.com/book/show/61974.Nerilka_s_Story
The Claw of the Conciliator (The Book of the New Sun, #2);Gene Wolfe;1981;3.99;15340;https://www.goodreads.com/book/show/463376.The_Claw_of_the_Conciliator
Infinity's Shore (Uplift Storm Trilogy, #2);David Brin;1996;3.98;8722;https://www.goodreads.com/book/show/96475.Infinity_s_Shore
A World Out of Time (The State, #1);Larry Niven;1976;3.8;6498;https://www.goodreads.com/book/show/64725.A_World_Out_of_Time
Who Goes There? (Paperback);John W. Campbell Jr.;1938;3.8;10466;https://www.goodreads.com/book/show/6468870-who-goes-there
The Einstein Intersection (Paperback);Samuel R. Delany;1967;3.55;5934;https://www.goodreads.com/book/show/145354.The_Einstein_Intersection
The Prestige (Paperback);Christopher Priest;1995;3.92;23018;https://www.goodreads.com/book/show/239239.The_Prestige
The City of Gold and Lead (Paperback);John Christopher;1967;4.08;8637;https://www.goodreads.com/book/show/64338.The_City_of_Gold_and_Lead
The Golden Apples of the Sun (Paperback);Ray Bradbury;1953;4.06;9861;https://www.goodreads.com/book/show/50035.The_Golden_Apples_of_the_Sun
Deception Point (Paperback);Dan       Brown;2001;3.76;676808;https://www.goodreads.com/book/show/976.Deception_Point
R.U.R. (Paperback);Karel Čapek;1920;3.83;15025;https://www.goodreads.com/book/show/436562.R_U_R_
Timebound (The Chronos Files, #1);Rysa Walker;2012;3.89;29757;https://www.goodreads.com/book/show/18108877-timebound
Riot Baby (Kindle Edition);Tochi Onyebuchi;2020;3.72;11208;https://www.goodreads.com/book/show/43719523-riot-baby
The Integral Trees (The State, #2);Larry Niven;1983;3.76;9238;https://www.goodreads.com/book/show/939740.The_Integral_Trees
The Man Who Folded Himself (Paperback);David Gerrold;1973;3.81;6294;https://www.goodreads.com/book/show/624122.The_Man_Who_Folded_Himself
Rule of Two (Star Wars: Darth Bane #2);Drew Karpyshyn;2007;4.23;24784;https://www.goodreads.com/book/show/1347837.Rule_of_Two
ReDawn (Skyward, #2.2);Brandon Sanderson;2021;4.18;19023;https://www.goodreads.com/book/show/57903879-redawn
The Boy on the Bridge (The Girl With All the Gifts, #2);M.R. Carey;2013;3.94;28527;https://www.goodreads.com/book/show/31554413-the-boy-on-the-bridge
Zero History (Blue Ant, #3);William Gibson;2010;3.96;15453;https://www.goodreads.com/book/show/7745031-zero-history
Victory Conditions (Vatta's War, #5);Elizabeth Moon;2008;4.1;9018;https://www.goodreads.com/book/show/1305912.Victory_Conditions
Nine Princes in Amber (The Chronicles of Amber, #1);Roger Zelazny;1970;4.05;58457;https://www.goodreads.com/book/show/92121.Nine_Princes_in_Amber
Quarantine (Paperback);Greg Egan;1992;3.91;5784;https://www.goodreads.com/book/show/156775.Quarantine
Jennifer Government (Paperback);Max Barry;2002;3.67;15195;https://www.goodreads.com/book/show/33356.Jennifer_Government
Invisible Planets: Contemporary Chinese Science Fiction in Translation (Hardcover);Ken Liu;2016;4.03;4955;https://www.goodreads.com/book/show/28220730-invisible-planets
The Dying Earth (The Dying Earth, #1);Jack Vance;1950;3.89;9880;https://www.goodreads.com/book/show/951749.The_Dying_Earth
Earth Awakens (The First Formic War, #3);Orson Scott Card;2014;4.11;13438;https://www.goodreads.com/book/show/18490707-earth-awakens
To Ride Pegasus (The Talent, #1);Anne McCaffrey;1973;4.03;10532;https://www.goodreads.com/book/show/177945.To_Ride_Pegasus
Swan Song (Mass Market Paperback);Robert McCammon;1987;4.29;69838;https://www.goodreads.com/book/show/11557.Swan_Song
Virals (Virals, #1);Kathy Reichs;2010;3.95;39741;https://www.goodreads.com/book/show/7800188-virals
Mirage (Mirage, #1);Somaiya Daud;2018;3.73;13584;https://www.goodreads.com/book/show/32768520-mirage
Transition (Hardcover);Iain M. Banks;2009;3.87;11035;https://www.goodreads.com/book/show/6436659-transition
Quarter Share (Golden Age of the Solar Clipper, #1);Nathan Lowell;2007;4.16;9898;https://www.goodreads.com/book/show/2334538.Quarter_Share
This Time Tomorrow (Hardcover);Emma Straub;2022;3.8;139843;https://www.goodreads.com/book/show/59089704-this-time-tomorrow
Walkaway (Kindle Edition);Cory Doctorow;2017;3.76;8514;https://www.goodreads.com/book/show/40604388-walkaway
The Lifecycle of Software Objects (Hardcover);Ted Chiang;2010;3.92;6852;https://www.goodreads.com/book/show/7886338-the-lifecycle-of-software-objects
Moving Mars (Queen of Angels, #3);Greg Bear;1993;3.85;7647;https://www.goodreads.com/book/show/340816.Moving_Mars
Hull Zero Three (Hardcover);Greg Bear;2010;3.4;6276;https://www.goodreads.com/book/show/7975415-hull-zero-three
Earth Is Room Enough (Mass Market Paperback);Isaac Asimov;1957;4.04;9996;https://www.goodreads.com/book/show/245645.Earth_Is_Room_Enough
Mars (The Grand Tour, #4);Ben Bova;1992;3.86;8809;https://www.goodreads.com/book/show/267282.Mars
The Star Beast (Mass Market Paperback);Robert A. Heinlein;1954;3.81;7756;https://www.goodreads.com/book/show/175328.The_Star_Beast
Mission of Honor (Honor Harrington, #12);David Weber;2010;4.22;11307;https://www.goodreads.com/book/show/7106681-mission-of-honor
Rocket Ship Galileo (Mass Market Paperback);Robert A. Heinlein;1947;3.72;7981;https://www.goodreads.com/book/show/16682.Rocket_Ship_Galileo
The Time Paradox (Artemis Fowl, #6);Eoin Colfer;2008;4.08;92432;https://www.goodreads.com/book/show/2179276.The_Time_Paradox
The Book of Koli (Rampart Trilogy, #1);M.R. Carey;2020;4.01;11484;https://www.goodreads.com/book/show/51285749-the-book-of-koli
Replica (Replica, #1);Lauren Oliver;2016;3.63;16983;https://www.goodreads.com/book/show/28448287-replica
Cities in Flight (Cities in Flight, #1-4);James Blish;1970;3.93;6523;https://www.goodreads.com/book/show/141805.Cities_in_Flight
The Time Ships (Paperback);Stephen Baxter;1995;3.95;6183;https://www.goodreads.com/book/show/62992.The_Time_Ships
Contagion (Contagion, #1);Erin Bowman;2018;3.88;6716;https://www.goodreads.com/book/show/35068650-contagion
When She Woke (Hardcover);Hillary Jordan;2011;3.68;29368;https://www.goodreads.com/book/show/11045709-when-she-woke
Fang (Maximum Ride, #6);James Patterson;2010;4.05;62302;https://www.goodreads.com/book/show/6431790-fang
Damia's Children (The Tower and the Hive, #3);Anne McCaffrey;1993;3.95;11241;https://www.goodreads.com/book/show/61940.Damia_s_Children
Star Wars: Attack of the Clones (Star Wars Novelizations, #2);R.A. Salvatore;2002;3.73;12242;https://www.goodreads.com/book/show/320361.Star_Wars
The Anomaly (Paperback);Hervé Le Tellier;2020;3.81;56258;https://www.goodreads.com/book/show/56920684-the-anomaly
The Library at Mount Char (Paperback);Scott  Hawkins;2015;4.08;60549;https://www.goodreads.com/book/show/26892110-the-library-at-mount-char
The Long Utopia (The Long Earth #4);Terry Pratchett;2015;3.9;11192;https://www.goodreads.com/book/show/23213813-the-long-utopia
The Ships of Earth (Homecoming Saga #3);Orson Scott Card;1994;3.57;10842;https://www.goodreads.com/book/show/24441.The_Ships_of_Earth
Nightflyers (Mass Market Paperback);George R.R. Martin;1985;3.49;9593;https://www.goodreads.com/book/show/67958.Nightflyers
Dark Eden (Dark Eden, #1);Chris Beckett;2012;3.78;8097;https://www.goodreads.com/book/show/18166988-dark-eden
The Light of Other Days (Paperback);Arthur C. Clarke;2000;3.98;7651;https://www.goodreads.com/book/show/823062.The_Light_of_Other_Days
Foe (Hardcover);Iain Reid;2018;3.71;31434;https://www.goodreads.com/book/show/37510662-foe
Destroy Me (Shatter Me, #1.5);Tahereh Mafi;2012;3.99;279342;https://www.goodreads.com/book/show/13623150-destroy-me
The Shrinking Man (Paperback);Richard Matheson;1956;3.78;8589;https://www.goodreads.com/book/show/33549.The_Shrinking_Man
Rule 34 (Halting State, #2);Charles Stross;2011;3.76;8339;https://www.goodreads.com/book/show/8853299-rule-34
The Dosadi Experiment (ConSentiency Universe, #2);Frank Herbert;1977;3.83;7790;https://www.goodreads.com/book/show/2011.The_Dosadi_Experiment
2BR02B (Kindle Edition);Kurt Vonnegut Jr.;1968;3.95;19341;https://www.goodreads.com/book/show/5048174-2br02b
Ringworld's Children (Ringworld, #4);Larry Niven;2004;3.77;9274;https://www.goodreads.com/book/show/64466.Ringworld_s_Children
Now Wait for Last Year (Paperback);Philip K. Dick;1966;3.89;7306;https://www.goodreads.com/book/show/216378.Now_Wait_for_Last_Year
Angelfall (Penryn & the End of Days, #1);Susan Ee;2011;4.11;193063;https://www.goodreads.com/book/show/15863832-angelfall
Vector Prime (Star Wars: The New Jedi Order, #1);R.A. Salvatore;1999;3.84;16294;https://www.goodreads.com/book/show/192214.Vector_Prime
The Hunger Games Trilogy Boxset (The Hunger Games, #1-3);Suzanne Collins;2010;4.49;224531;https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset
Gearbreakers (Gearbreakers, #1);Zoe Hana Mikuta;2021;3.89;8408;https://www.goodreads.com/book/show/54017833-gearbreakers
The End of Men (Paperback);Christina Sweeney-Baird;2021;3.78;19542;https://www.goodreads.com/book/show/53717123-the-end-of-men
Gravity’s Rainbow (Paperback);Thomas Pynchon;1973;4.0;44897;https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
Paul of Dune (Heroes of Dune, #1);Brian Herbert;2008;3.73;9011;https://www.goodreads.com/book/show/2920001-paul-of-dune
Dorsai! (Childe Cycle, #1);Gordon R. Dickson;1960;4.03;10785;https://www.goodreads.com/book/show/263111.Dorsai_
The Pool of Fire (Paperback);John Christopher;1968;4.0;7691;https://www.goodreads.com/book/show/80491.The_Pool_of_Fire
Clean Sweep (Innkeeper Chronicles, #1);Ilona Andrews;2013;4.16;57526;https://www.goodreads.com/book/show/19090384-clean-sweep
Star Wars: Return of the Jedi (Star Wars Novelizations, #6);James Kahn;1983;4.06;10667;https://www.goodreads.com/book/show/77236.Star_Wars
Seeker (Alex Benedict, #3);Jack McDevitt;2005;3.92;7843;https://www.goodreads.com/book/show/352777.Seeker
The Paradox Hotel (Hardcover);Rob Hart;2022;3.54;9091;https://www.goodreads.com/book/show/58175765-the-paradox-hotel
Forever Free (The Forever War, #2);Joe Haldeman;1999;3.46;7794;https://www.goodreads.com/book/show/21620.Forever_Free
Axiomatic (Paperback);Greg Egan;1990;4.27;5846;https://www.goodreads.com/book/show/156783.Axiomatic
March Upcountry (Empire of Man, #1);David Weber;2001;4.19;11819;https://www.goodreads.com/book/show/25320.March_Upcountry
Embers of War (Embers of War, #1);Gareth L.   Powell;2018;3.91;6196;https://www.goodreads.com/book/show/30748899-embers-of-war
172 Hours on the Moon (Paperback);Johan Harstad;2008;3.54;14121;https://www.goodreads.com/book/show/12810834-172-hours-on-the-moon
The Final Empire (Mistborn, #1);Brandon Sanderson;2006;4.48;741033;https://www.goodreads.com/book/show/68428.The_Final_Empire
The Hidden Girl and Other Stories (Hardcover);Ken Liu;2020;3.93;6816;https://www.goodreads.com/book/show/52163147-the-hidden-girl-and-other-stories
This Perfect Day (Mass Market Paperback);Ira Levin;1970;3.99;10021;https://www.goodreads.com/book/show/139390.This_Perfect_Day
The Death of Grass (Paperback);John Christopher;1956;3.88;10054;https://www.goodreads.com/book/show/941731.The_Death_of_Grass
The Aeronaut's Windlass (The Cinder Spires, #1);Jim Butcher;2015;4.18;45847;https://www.goodreads.com/book/show/136342745-the-aeronaut-s-windlass
The Big Time (Paperback);Fritz Leiber;1958;3.23;4216;https://www.goodreads.com/book/show/102281.The_Big_Time
The School for Good Mothers (Hardcover);Jessamine Chan;2022;3.54;112048;https://www.goodreads.com/book/show/57846320-the-school-for-good-mothers
Chilling Effect (Chilling Effect, #1);Valerie Valdes;2019;3.53;3922;https://www.goodreads.com/book/show/43309529-chilling-effect
Fluency (Confluence, #1);Jennifer Foehner Wells;2014;3.83;11336;https://www.goodreads.com/book/show/22566044-fluency
Thuvia, Maid of Mars (Barsoom, #4);Edgar Rice Burroughs;1916;3.76;9549;https://www.goodreads.com/book/show/40387.Thuvia_Maid_of_Mars
Helliconia Spring (Helliconia, #1);Brian W. Aldiss;1982;3.62;4327;https://www.goodreads.com/book/show/672244.Helliconia_Spring
The Book of M (Hardcover);Peng Shepherd;2018;3.69;20054;https://www.goodreads.com/book/show/36204070-the-book-of-m
Time Salvager (Time Salvager, #1);Wesley Chu;2015;3.71;4916;https://www.goodreads.com/book/show/23168818-time-salvager
The Fractal Prince (Jean le Flambeur, #2);Hannu Rajaniemi;2012;4.04;8805;https://www.goodreads.com/book/show/12074927-the-fractal-prince
Far from the Light of Heaven (Audiobook);Tade Thompson;2021;3.51;4620;https://www.goodreads.com/book/show/57007657-far-from-the-light-of-heaven
Eternity (The Way, #2);Greg Bear;1988;3.9;7804;https://www.goodreads.com/book/show/116121.Eternity
Odyssey One (Odyssey One, #1);Evan Currie;2011;4.09;13917;https://www.goodreads.com/book/show/18889230-odyssey-one
Glass Sword (Red Queen, #2);Victoria Aveyard;2016;3.79;375942;https://www.goodreads.com/book/show/23174274-glass-sword
The Legacy of Heorot (Heorot, #1);Larry Niven;1987;3.94;7546;https://www.goodreads.com/book/show/899392.The_Legacy_of_Heorot
The Terraformers (Hardcover);Annalee Newitz;2023;3.36;5790;https://www.goodreads.com/book/show/60784471-the-terraformers
The Positronic Man (Robot, #0.6);Isaac Asimov;1992;4.12;6920;https://www.goodreads.com/book/show/651964.The_Positronic_Man
Infected (Infected, #1);Scott Sigler;2008;3.83;21913;https://www.goodreads.com/book/show/2331954.Infected
The Last Murder at the End of the World (Hardcover);Stuart Turton;2024;3.68;21948;https://www.goodreads.com/book/show/136276877-the-last-murder-at-the-end-of-the-world
Winter World (The Long Winter, #1);A.G. Riddle;2019;4.16;32453;https://www.goodreads.com/book/show/43720168-winter-world
Etiquette & Espionage (Finishing School, #1);Gail Carriger;2013;3.83;50228;https://www.goodreads.com/book/show/10874177-etiquette-espionage
Watchers (Paperback);Dean Koontz;1987;4.19;166064;https://www.goodreads.com/book/show/32423.Watchers
Plague (Gone, #4);Michael  Grant;2011;4.16;57607;https://www.goodreads.com/book/show/6686101-plague
Leia: Princess of Alderaan (Journey to Star Wars: The Last Jedi, #3);Claudia Gray;2017;4.14;14098;https://www.goodreads.com/book/show/34860402-leia
Revenant Gun (The Machineries of Empire, #3);Yoon Ha Lee;2018;4.12;6835;https://www.goodreads.com/book/show/36373688-revenant-gun
The Children of the Sky (Zones of Thought, #3);Vernor Vinge;2011;3.67;7273;https://www.goodreads.com/book/show/10170545-the-children-of-the-sky
Patternmaster (Patternmaster, #4);Octavia E. Butler;1976;4.03;9802;https://www.goodreads.com/book/show/116256.Patternmaster
The Mercy of Gods (The Captive’s War, #1);James S.A. Corey;2024;4.25;4854;https://www.goodreads.com/book/show/201930181-the-mercy-of-gods
The Collected Stories of Arthur C. Clarke (Paperback);Arthur C. Clarke;2000;4.3;6084;https://www.goodreads.com/book/show/35811.The_Collected_Stories_of_Arthur_C_Clarke
Dark Disciple (Star Wars);Christie Golden;2015;4.08;23367;https://www.goodreads.com/book/show/23277298-dark-disciple
Heaven's Reach (Uplift Storm Trilogy, #3);David Brin;1998;3.97;7066;https://www.goodreads.com/book/show/101890.Heaven_s_Reach
Invictus (ebook);Ryan Graudin;2017;3.85;7191;https://www.goodreads.com/book/show/33152795-invictus
The Disasters (Hardcover);M.K. England;2018;3.69;6703;https://www.goodreads.com/book/show/32469736-the-disasters
The Chronoliths (Mass Market Paperback);Robert Charles Wilson;2001;3.68;5470;https://www.goodreads.com/book/show/116413.The_Chronoliths
The Road to Roswell (Hardcover);Connie Willis;2023;3.74;6083;https://www.goodreads.com/book/show/58775691-the-road-to-roswell
The Black Cloud (Hardcover);Fred Hoyle;1957;3.9;4705;https://www.goodreads.com/book/show/1246118.The_Black_Cloud
Permafrost (Kindle Edition);Alastair Reynolds;2019;3.87;5818;https://www.goodreads.com/book/show/40048442-permafrost
The Ocean at the End of the Lane (Paperback);Neil Gaiman;2013;4.02;632956;https://www.goodreads.com/book/show/18505792-the-ocean-at-the-end-of-the-lane
Passenger (Passenger, #1);Alexandra Bracken;2016;3.76;41514;https://www.goodreads.com/book/show/20983362-passenger
Vurt (Vurt, #1);Jeff Noon;1993;4.04;9906;https://www.goodreads.com/book/show/17401136-vurt
Mirrorshades: The Cyberpunk Anthology (Paperback);Bruce Sterling;1986;3.95;9079;https://www.goodreads.com/book/show/302702.Mirrorshades
Paper Girls, Volume 5 (Paperback);Brian K. Vaughan;2018;4.2;16063;https://www.goodreads.com/book/show/38812893-paper-girls-volume-5
UnDivided (Unwind, #4);Neal Shusterman;2014;4.46;28525;https://www.goodreads.com/book/show/17950614-undivided
Invincible (The Lost Fleet: Beyond the Frontier, #2);Jack Campbell;2012;4.13;12266;https://www.goodreads.com/book/show/12398719-invincible
